,State,Year,Quater,Transaction_type,Transaction_count,Transaction_amount,code,Latitude,Longitude
763,Dadra and Nagar Haveli and Daman and Diu,2021,1,Financial Services,2243,1930008.9716834244,DNHDD,20.71817495,70.93238341010638
764,Dadra and Nagar Haveli and Daman and Diu,2021,1,Others,5333,3782868.886159251,DNHDD,20.71817495,70.93238341010638
765,Dadra and Nagar Haveli and Daman and Diu,2021,2,Peer-to-peer payments,843550,2512913026.4279447,DNHDD,20.71817495,70.93238341010638
766,Dadra and Nagar Haveli and Daman and Diu,2021,2,Merchant payments,802899,430487473.930562,DNHDD,20.71817495,70.93238341010638
767,Dadra and Nagar Haveli and Daman and Diu,2021,2,Recharge & bill payments,471136,208762964.0120024,DNHDD,20.71817495,70.93238341010638
768,Dadra and Nagar Haveli and Daman and Diu,2021,2,Financial Services,1826,1763792.650641936,DNHDD,20.71817495,70.93238341010638
769,Dadra and Nagar Haveli and Daman and Diu,2021,2,Others,5672,3741204.3977531465,DNHDD,20.71817495,70.93238341010638
770,Dadra and Nagar Haveli and Daman and Diu,2021,3,Merchant payments,1312241,706774071.9381688,DNHDD,20.71817495,70.93238341010638
771,Dadra and Nagar Haveli and Daman and Diu,2021,3,Peer-to-peer payments,1262732,3339347400.0643554,DNHDD,20.71817495,70.93238341010638
772,Dadra and Nagar Haveli and Daman and Diu,2021,3,Recharge & bill payments,544322,253199754.8745275,DNHDD,20.71817495,70.93238341010638
773,Dadra and Nagar Haveli and Daman and Diu,2021,3,Financial Services,2065,2252116.636459231,DNHDD,20.71817495,70.93238341010638
774,Dadra and Nagar Haveli and Daman and Diu,2021,3,Others,8110,4365759.277996017,DNHDD,20.71817495,70.93238341010638
775,Dadra and Nagar Haveli and Daman and Diu,2021,4,Merchant payments,2013673,1058989463.1650428,DNHDD,20.71817495,70.93238341010638
776,Dadra and Nagar Haveli and Daman and Diu,2021,4,Peer-to-peer payments,1577168,4202291071.710613,DNHDD,20.71817495,70.93238341010638
777,Dadra and Nagar Haveli and Daman and Diu,2021,4,Recharge & bill payments,551618,294991582.16815025,DNHDD,20.71817495,70.93238341010638
778,Dadra and Nagar Haveli and Daman and Diu,2021,4,Financial Services,2909,3159306.417511825,DNHDD,20.71817495,70.93238341010638
779,Dadra and Nagar Haveli and Daman and Diu,2021,4,Others,11717,6407962.869342193,DNHDD,20.71817495,70.93238341010638
780,Dadra and Nagar Haveli and Daman and Diu,2022,1,Merchant payments,2507246,1227972829.6970267,DNHDD,20.71817495,70.93238341010638
781,Dadra and Nagar Haveli and Daman and Diu,2022,1,Peer-to-peer payments,1745454,4674787017.541661,DNHDD,20.71817495,70.93238341010638
782,Dadra and Nagar Haveli and Daman and Diu,2022,1,Recharge & bill payments,538134,326296370.82357025,DNHDD,20.71817495,70.93238341010638
783,Dadra and Nagar Haveli and Daman and Diu,2022,1,Financial Services,2574,2661345.5534556974,DNHDD,20.71817495,70.93238341010638
784,Dadra and Nagar Haveli and Daman and Diu,2022,1,Others,9395,5330803.646676767,DNHDD,20.71817495,70.93238341010638
785,Dadra and Nagar Haveli and Daman and Diu,2022,2,Merchant payments,3346697,1536859131.3374815,DNHDD,20.71817495,70.93238341010638
786,Dadra and Nagar Haveli and Daman and Diu,2022,2,Peer-to-peer payments,1861799,5078832140.606572,DNHDD,20.71817495,70.93238341010638
787,Dadra and Nagar Haveli and Daman and Diu,2022,2,Recharge & bill payments,539562,372921225.4254243,DNHDD,20.71817495,70.93238341010638
788,Dadra and Nagar Haveli and Daman and Diu,2022,2,Financial Services,1849,2131607.722602901,DNHDD,20.71817495,70.93238341010638
789,Dadra and Nagar Haveli and Daman and Diu,2022,2,Others,9864,4415675.718757721,DNHDD,20.71817495,70.93238341010638
790,Dadra and Nagar Haveli and Daman and Diu,2022,3,Merchant payments,3777156,1705567002.058647,DNHDD,20.71817495,70.93238341010638
791,Dadra and Nagar Haveli and Daman and Diu,2022,3,Peer-to-peer payments,2086741,5382949597.510585,DNHDD,20.71817495,70.93238341010638
792,Dadra and Nagar Haveli and Daman and Diu,2022,3,Recharge & bill payments,592431,425206924.5270094,DNHDD,20.71817495,70.93238341010638
793,Dadra and Nagar Haveli and Daman and Diu,2022,3,Financial Services,2237,3194409.939898855,DNHDD,20.71817495,70.93238341010638
794,Dadra and Nagar Haveli and Daman and Diu,2022,3,Others,7056,3729425.46329771,DNHDD,20.71817495,70.93238341010638
795,Dadra and Nagar Haveli and Daman and Diu,2022,4,Merchant payments,4415771,1889046056.1988356,DNHDD,20.71817495,70.93238341010638
796,Dadra and Nagar Haveli and Daman and Diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507,DNHDD,20.71817495,70.93238341010638
797,Dadra and Nagar Haveli and Daman and Diu,2022,4,Recharge & bill payments,548795,426040023.1105018,DNHDD,20.71817495,70.93238341010638
798,Dadra and Nagar Haveli and Daman and Diu,2022,4,Financial Services,2495,3169199.262533775,DNHDD,20.71817495,70.93238341010638
799,Dadra and Nagar Haveli and Daman and Diu,2022,4,Others,7472,3846409.1057498823,DNHDD,20.71817495,70.93238341010638
800,Delhi,2018,1,Recharge & bill payments,3947297,1320559612.770412,DL,28.6517178,77.2219388
801,Delhi,2018,1,Peer-to-peer payments,2380820,9125685134.894358,DL,28.6517178,77.2219388
802,Delhi,2018,1,Merchant payments,339809,375393115.19131327,DL,28.6517178,77.2219388
803,Delhi,2018,1,Financial Services,136240,45588429.27157573,DL,28.6517178,77.2219388
804,Delhi,2018,1,Others,318588,344277514.7923026,DL,28.6517178,77.2219388
805,Delhi,2018,2,Recharge & bill payments,4511737,2078183615.8006349,DL,28.6517178,77.2219388
806,Delhi,2018,2,Peer-to-peer payments,3542716,14348179103.109837,DL,28.6517178,77.2219388
807,Delhi,2018,2,Merchant payments,837001,631597790.6002588,DL,28.6517178,77.2219388
808,Delhi,2018,2,Financial Services,205991,66584728.19594695,DL,28.6517178,77.2219388
809,Delhi,2018,2,Others,276278,321754664.4984691,DL,28.6517178,77.2219388
810,Delhi,2018,3,Peer-to-peer payments,8557153,22670122888.868217,DL,28.6517178,77.2219388
811,Delhi,2018,3,Recharge & bill payments,5305635,3261844270.537241,DL,28.6517178,77.2219388
812,Delhi,2018,3,Merchant payments,3808395,1048422633.7093576,DL,28.6517178,77.2219388
813,Delhi,2018,3,Financial Services,274526,45051151.35143036,DL,28.6517178,77.2219388
814,Delhi,2018,3,Others,601339,350405916.1523186,DL,28.6517178,77.2219388
815,Delhi,2018,4,Peer-to-peer payments,9973249,32389252494.75772,DL,28.6517178,77.2219388
816,Delhi,2018,4,Merchant payments,9958967,2738429838.939273,DL,28.6517178,77.2219388
817,Delhi,2018,4,Recharge & bill payments,7483633,3961160542.570066,DL,28.6517178,77.2219388
818,Delhi,2018,4,Financial Services,265004,58162003.43614492,DL,28.6517178,77.2219388
819,Delhi,2018,4,Others,1506866,575852739.0031943,DL,28.6517178,77.2219388
820,Delhi,2019,1,Peer-to-peer payments,20216287,48250023720.99173,DL,28.6517178,77.2219388
821,Delhi,2019,1,Merchant payments,13875931,3996618719.79948,DL,28.6517178,77.2219388
822,Delhi,2019,1,Recharge & bill payments,10744978,5521320539.356212,DL,28.6517178,77.2219388
823,Delhi,2019,1,Financial Services,223095,30997039.697555836,DL,28.6517178,77.2219388
824,Delhi,2019,1,Others,1947036,670171769.6522964,DL,28.6517178,77.2219388
825,Delhi,2019,2,Merchant payments,20891431,6816878922.844399,DL,28.6517178,77.2219388
826,Delhi,2019,2,Peer-to-peer payments,20570311,65953571241.26435,DL,28.6517178,77.2219388
827,Delhi,2019,2,Recharge & bill payments,12869453,8035701902.391765,DL,28.6517178,77.2219388
828,Delhi,2019,2,Financial Services,137774,33985068.68378611,DL,28.6517178,77.2219388
829,Delhi,2019,2,Others,2702543,866678928.4439986,DL,28.6517178,77.2219388
830,Delhi,2019,3,Merchant payments,29453368,9857221391.94036,DL,28.6517178,77.2219388
831,Delhi,2019,3,Peer-to-peer payments,25201978,81904443496.29778,DL,28.6517178,77.2219388
832,Delhi,2019,3,Recharge & bill payments,11133404,10406524192.884487,DL,28.6517178,77.2219388
833,Delhi,2019,3,Financial Services,92061,27952186.986432005,DL,28.6517178,77.2219388
834,Delhi,2019,3,Others,3657065,1000670778.347806,DL,28.6517178,77.2219388
835,Delhi,2019,4,Peer-to-peer payments,33040093,105858524152.38445,DL,28.6517178,77.2219388
836,Delhi,2019,4,Merchant payments,32537378,12864577363.070576,DL,28.6517178,77.2219388
837,Delhi,2019,4,Recharge & bill payments,11609898,9500486080.98845,DL,28.6517178,77.2219388
838,Delhi,2019,4,Financial Services,57063,21512527.973989222,DL,28.6517178,77.2219388
839,Delhi,2019,4,Others,3500565,779367300.4732571,DL,28.6517178,77.2219388
840,Delhi,2020,1,Merchant payments,33951545,14470782771.054684,DL,28.6517178,77.2219388
841,Delhi,2020,1,Peer-to-peer payments,32410795,108987600006.3667,DL,28.6517178,77.2219388
842,Delhi,2020,1,Recharge & bill payments,12822919,9498791147.929192,DL,28.6517178,77.2219388
843,Delhi,2020,1,Financial Services,46529,39908838.24852887,DL,28.6517178,77.2219388
844,Delhi,2020,1,Others,2515816,619460878.9909673,DL,28.6517178,77.2219388
845,Delhi,2020,2,Peer-to-peer payments,27155938,86227124454.10175,DL,28.6517178,77.2219388
846,Delhi,2020,2,Merchant payments,24963931,12708327043.868336,DL,28.6517178,77.2219388
847,Delhi,2020,2,Recharge & bill payments,13568505,8699886044.040596,DL,28.6517178,77.2219388
848,Delhi,2020,2,Financial Services,64790,75405868.16164647,DL,28.6517178,77.2219388
849,Delhi,2020,2,Others,288854,162694793.15869594,DL,28.6517178,77.2219388
850,Delhi,2020,3,Peer-to-peer payments,41498638,140074023548.15637,DL,28.6517178,77.2219388
851,Delhi,2020,3,Merchant payments,40973792,21858176583.0589,DL,28.6517178,77.2219388
852,Delhi,2020,3,Recharge & bill payments,13448341,12883226305.336546,DL,28.6517178,77.2219388
853,Delhi,2020,3,Financial Services,85689,114341865.2645722,DL,28.6517178,77.2219388
854,Delhi,2020,3,Others,485401,234194502.8442282,DL,28.6517178,77.2219388
855,Delhi,2020,4,Merchant payments,54581166,31106554562.7951,DL,28.6517178,77.2219388
856,Delhi,2020,4,Peer-to-peer payments,49631928,171546055992.1488,DL,28.6517178,77.2219388
857,Delhi,2020,4,Recharge & bill payments,14862946,12921793576.576857,DL,28.6517178,77.2219388
858,Delhi,2020,4,Financial Services,114862,160007919.76894268,DL,28.6517178,77.2219388
859,Delhi,2020,4,Others,1349515,530676173.2537967,DL,28.6517178,77.2219388
860,Delhi,2021,1,Merchant payments,72615587,39861532639.01234,DL,28.6517178,77.2219388
861,Delhi,2021,1,Peer-to-peer payments,61957428,210823551741.40936,DL,28.6517178,77.2219388
862,Delhi,2021,1,Recharge & bill payments,21164274,15447408658.778738,DL,28.6517178,77.2219388
863,Delhi,2021,1,Financial Services,153039,203106852.42387852,DL,28.6517178,77.2219388
864,Delhi,2021,1,Others,1468676,592745151.8683048,DL,28.6517178,77.2219388
865,Delhi,2021,2,Merchant payments,75620295,42933366743.23575,DL,28.6517178,77.2219388
866,Delhi,2021,2,Peer-to-peer payments,68497718,223034955527.7532,DL,28.6517178,77.2219388
867,Delhi,2021,2,Recharge & bill payments,25026678,15310096462.746449,DL,28.6517178,77.2219388
868,Delhi,2021,2,Financial Services,158170,190019761.497414,DL,28.6517178,77.2219388
869,Delhi,2021,2,Others,854403,472659189.30861247,DL,28.6517178,77.2219388
870,Delhi,2021,3,Merchant payments,115250887,64006915630.53262,DL,28.6517178,77.2219388
871,Delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47,DL,28.6517178,77.2219388
872,Delhi,2021,3,Recharge & bill payments,28427032,20934734871.90896,DL,28.6517178,77.2219388
873,Delhi,2021,3,Financial Services,144460,220660990.2206633,DL,28.6517178,77.2219388
874,Delhi,2021,3,Others,1645353,690472449.1489255,DL,28.6517178,77.2219388
875,Delhi,2021,4,Merchant payments,149204611,88990516304.07437,DL,28.6517178,77.2219388
876,Delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598,DL,28.6517178,77.2219388
877,Delhi,2021,4,Recharge & bill payments,30127352,22290161823.24864,DL,28.6517178,77.2219388
878,Delhi,2021,4,Financial Services,199280,287950130.24921745,DL,28.6517178,77.2219388
879,Delhi,2021,4,Others,771824,569713470.6592032,DL,28.6517178,77.2219388
880,Delhi,2022,1,Merchant payments,174454937,98212381475.5724,DL,28.6517178,77.2219388
881,Delhi,2022,1,Peer-to-peer payments,125111881,415305045689.3095,DL,28.6517178,77.2219388
882,Delhi,2022,1,Recharge & bill payments,29435981,22482865572.904938,DL,28.6517178,77.2219388
883,Delhi,2022,1,Financial Services,195184,271039329.10874933,DL,28.6517178,77.2219388
884,Delhi,2022,1,Others,1801878,693588769.393249,DL,28.6517178,77.2219388
885,Delhi,2022,2,Merchant payments,233412802,121657706565.01256,DL,28.6517178,77.2219388
886,Delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076,DL,28.6517178,77.2219388
887,Delhi,2022,2,Recharge & bill payments,32971294,26876059610.02212,DL,28.6517178,77.2219388
888,Delhi,2022,2,Financial Services,160827,209425798.8201317,DL,28.6517178,77.2219388
889,Delhi,2022,2,Others,641727,426563425.6544647,DL,28.6517178,77.2219388
890,Delhi,2022,3,Merchant payments,276635347,134292748569.06271,DL,28.6517178,77.2219388
891,Delhi,2022,3,Peer-to-peer payments,160580425,509428627035.3385,DL,28.6517178,77.2219388
892,Delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472,DL,28.6517178,77.2219388
893,Delhi,2022,3,Financial Services,195218,265479580.4156591,DL,28.6517178,77.2219388
894,Delhi,2022,3,Others,608782,448676465.8346823,DL,28.6517178,77.2219388
895,Delhi,2022,4,Merchant payments,305621913,153114813286.24423,DL,28.6517178,77.2219388
896,Delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649,DL,28.6517178,77.2219388
897,Delhi,2022,4,Recharge & bill payments,36775874,31954251758.09231,DL,28.6517178,77.2219388
898,Delhi,2022,4,Financial Services,228639,299454652.77800566,DL,28.6517178,77.2219388
899,Delhi,2022,4,Others,606931,477098950.5964618,DL,28.6517178,77.2219388
900,Goa,2018,1,Recharge & bill payments,85991,18273814.16270872,GA,15.3004543,74.0855134
901,Goa,2018,1,Peer-to-peer payments,59651,268175048.06992975,GA,15.3004543,74.0855134
902,Goa,2018,1,Merchant payments,7880,11036031.735657964,GA,15.3004543,74.0855134
903,Goa,2018,1,Financial Services,1191,520105.642400422,GA,15.3004543,74.0855134
904,Goa,2018,1,Others,6184,5851742.732386975,GA,15.3004543,74.0855134
905,Goa,2018,2,Recharge & bill payments,120943,30994284.17044104,GA,15.3004543,74.0855134
906,Goa,2018,2,Peer-to-peer payments,87878,419492232.52410376,GA,15.3004543,74.0855134
907,Goa,2018,2,Merchant payments,12456,20162855.70611957,GA,15.3004543,74.0855134
908,Goa,2018,2,Financial Services,1903,733429.427283199,GA,15.3004543,74.0855134
909,Goa,2018,2,Others,6395,7221023.530667527,GA,15.3004543,74.0855134
910,Goa,2018,3,Recharge & bill payments,158797,40314972.94208837,GA,15.3004543,74.0855134
911,Goa,2018,3,Peer-to-peer payments,150297,639468418.1317002,GA,15.3004543,74.0855134
912,Goa,2018,3,Merchant payments,21587,26634198.17885101,GA,15.3004543,74.0855134
913,Goa,2018,3,Financial Services,1867,468171.3648398488,GA,15.3004543,74.0855134
914,Goa,2018,3,Others,6963,6281208.620754639,GA,15.3004543,74.0855134
915,Goa,2018,4,Peer-to-peer payments,246426,1021902315.4426756,GA,15.3004543,74.0855134
916,Goa,2018,4,Recharge & bill payments,212122,54832855.89468471,GA,15.3004543,74.0855134
917,Goa,2018,4,Merchant payments,45586,66666113.92145965,GA,15.3004543,74.0855134
918,Goa,2018,4,Financial Services,2523,723599.2328183289,GA,15.3004543,74.0855134
919,Goa,2018,4,Others,8098,8880194.430766659,GA,15.3004543,74.0855134
920,Goa,2019,1,Peer-to-peer payments,378848,1310759847.8146646,GA,15.3004543,74.0855134
921,Goa,2019,1,Recharge & bill payments,275277,78212835.0406034,GA,15.3004543,74.0855134
922,Goa,2019,1,Merchant payments,74527,75946974.41483101,GA,15.3004543,74.0855134
923,Goa,2019,1,Financial Services,2013,499592.0966860995,GA,15.3004543,74.0855134
924,Goa,2019,1,Others,8147,9904147.90979165,GA,15.3004543,74.0855134
925,Goa,2019,2,Peer-to-peer payments,373759,1391933790.7547765,GA,15.3004543,74.0855134
926,Goa,2019,2,Recharge & bill payments,278060,93218689.41694948,GA,15.3004543,74.0855134
927,Goa,2019,2,Merchant payments,104592,92873008.6474504,GA,15.3004543,74.0855134
928,Goa,2019,2,Financial Services,1211,515859.8076807977,GA,15.3004543,74.0855134
929,Goa,2019,2,Others,10819,13325754.760758923,GA,15.3004543,74.0855134
930,Goa,2019,3,Peer-to-peer payments,475178,1704668027.0159788,GA,15.3004543,74.0855134
931,Goa,2019,3,Recharge & bill payments,453806,157952854.9501171,GA,15.3004543,74.0855134
932,Goa,2019,3,Merchant payments,150578,123948570.56857497,GA,15.3004543,74.0855134
933,Goa,2019,3,Financial Services,1510,1282344.8444824044,GA,15.3004543,74.0855134
934,Goa,2019,3,Others,11344,12515394.117688328,GA,15.3004543,74.0855134
935,Goa,2019,4,Peer-to-peer payments,698728,2484453030.31845,GA,15.3004543,74.0855134
936,Goa,2019,4,Recharge & bill payments,552421,205602115.14625147,GA,15.3004543,74.0855134
937,Goa,2019,4,Merchant payments,250893,218404664.8638511,GA,15.3004543,74.0855134
938,Goa,2019,4,Financial Services,1497,649712.8451498008,GA,15.3004543,74.0855134
939,Goa,2019,4,Others,11733,14350825.325765315,GA,15.3004543,74.0855134
940,Goa,2020,1,Peer-to-peer payments,817198,2851686768.653684,GA,15.3004543,74.0855134
941,Goa,2020,1,Recharge & bill payments,678079,244739382.20701855,GA,15.3004543,74.0855134
942,Goa,2020,1,Merchant payments,373110,298421548.1046571,GA,15.3004543,74.0855134
943,Goa,2020,1,Financial Services,1762,1816477.569247236,GA,15.3004543,74.0855134
944,Goa,2020,1,Others,11088,13707055.389155574,GA,15.3004543,74.0855134
945,Goa,2020,2,Recharge & bill payments,758617,241196540.9379891,GA,15.3004543,74.0855134
946,Goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127,GA,15.3004543,74.0855134
947,Goa,2020,2,Merchant payments,221358,168591711.94693565,GA,15.3004543,74.0855134
948,Goa,2020,2,Financial Services,3081,3328361.317987765,GA,15.3004543,74.0855134
949,Goa,2020,2,Others,5710,3775927.611346662,GA,15.3004543,74.0855134
950,Goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066,GA,15.3004543,74.0855134
951,Goa,2020,3,Recharge & bill payments,696770,280187505.0339355,GA,15.3004543,74.0855134
952,Goa,2020,3,Merchant payments,446880,353193881.4783259,GA,15.3004543,74.0855134
953,Goa,2020,3,Financial Services,4985,6418950.466847964,GA,15.3004543,74.0855134
954,Goa,2020,3,Others,7545,5112530.621144422,GA,15.3004543,74.0855134
955,Goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346,GA,15.3004543,74.0855134
956,Goa,2020,4,Merchant payments,1389834,1123844212.517182,GA,15.3004543,74.0855134
957,Goa,2020,4,Recharge & bill payments,839199,345088772.3784919,GA,15.3004543,74.0855134
958,Goa,2020,4,Financial Services,7287,10386560.386677971,GA,15.3004543,74.0855134
959,Goa,2020,4,Others,14810,12846789.254236266,GA,15.3004543,74.0855134
960,Goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682,GA,15.3004543,74.0855134
961,Goa,2021,1,Merchant payments,2195509,1768358976.7158575,GA,15.3004543,74.0855134
962,Goa,2021,1,Recharge & bill payments,880682,410604192.7268899,GA,15.3004543,74.0855134
963,Goa,2021,1,Financial Services,8138,12207778.148638733,GA,15.3004543,74.0855134
964,Goa,2021,1,Others,11764,12687278.26183929,GA,15.3004543,74.0855134
965,Goa,2021,2,Merchant payments,1869384,1411529033.6650195,GA,15.3004543,74.0855134
966,Goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256,GA,15.3004543,74.0855134
967,Goa,2021,2,Recharge & bill payments,953219,383804809.3560881,GA,15.3004543,74.0855134
968,Goa,2021,2,Financial Services,8303,12371843.844825167,GA,15.3004543,74.0855134
969,Goa,2021,2,Others,12392,10115549.032816991,GA,15.3004543,74.0855134
970,Goa,2021,3,Merchant payments,2865625,2143135314.897931,GA,15.3004543,74.0855134
971,Goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299,GA,15.3004543,74.0855134
972,Goa,2021,3,Recharge & bill payments,1017351,438838003.2298237,GA,15.3004543,74.0855134
973,Goa,2021,3,Financial Services,8337,12943224.07382146,GA,15.3004543,74.0855134
974,Goa,2021,3,Others,16145,12416377.597493527,GA,15.3004543,74.0855134
975,Goa,2021,4,Merchant payments,5474662,4384250602.937038,GA,15.3004543,74.0855134
976,Goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094,GA,15.3004543,74.0855134
977,Goa,2021,4,Recharge & bill payments,1170180,585734312.4063727,GA,15.3004543,74.0855134
978,Goa,2021,4,Financial Services,11320,17101084.66037453,GA,15.3004543,74.0855134
979,Goa,2021,4,Others,23775,21819163.1997744,GA,15.3004543,74.0855134
980,Goa,2022,1,Merchant payments,6364271,4682000388.389215,GA,15.3004543,74.0855134
981,Goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716,GA,15.3004543,74.0855134
982,Goa,2022,1,Recharge & bill payments,1177071,646403472.1135541,GA,15.3004543,74.0855134
983,Goa,2022,1,Financial Services,11677,17490493.19245399,GA,15.3004543,74.0855134
984,Goa,2022,1,Others,20699,20720407.595174044,GA,15.3004543,74.0855134
985,Goa,2022,2,Merchant payments,7812998,5736211013.6866455,GA,15.3004543,74.0855134
986,Goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306,GA,15.3004543,74.0855134
987,Goa,2022,2,Recharge & bill payments,1279377,738765635.2807853,GA,15.3004543,74.0855134
988,Goa,2022,2,Financial Services,10666,13192736.02810038,GA,15.3004543,74.0855134
989,Goa,2022,2,Others,15071,12525197.296362752,GA,15.3004543,74.0855134
990,Goa,2022,3,Merchant payments,7595135,5112175255.359402,GA,15.3004543,74.0855134
991,Goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726,GA,15.3004543,74.0855134
992,Goa,2022,3,Recharge & bill payments,1122869,657115143.5357426,GA,15.3004543,74.0855134
993,Goa,2022,3,Financial Services,9992,12650738.420843877,GA,15.3004543,74.0855134
994,Goa,2022,3,Others,11683,11368868.03761505,GA,15.3004543,74.0855134
995,Goa,2022,4,Merchant payments,10319138,6739205748.43176,GA,15.3004543,74.0855134
996,Goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345,GA,15.3004543,74.0855134
997,Goa,2022,4,Recharge & bill payments,1195865,734121700.6400625,GA,15.3004543,74.0855134
998,Goa,2022,4,Financial Services,12147,15705663.126967767,GA,15.3004543,74.0855134
999,Goa,2022,4,Others,13151,13978544.178016864,GA,15.3004543,74.0855134
1000,Gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563,GJ,22.3850051,71.745261
1001,Gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066,GJ,22.3850051,71.745261
1002,Gujarat,2018,1,Merchant payments,145436,166036667.57089135,GJ,22.3850051,71.745261
1003,Gujarat,2018,1,Financial Services,122117,27986679.009713165,GJ,22.3850051,71.745261
1004,Gujarat,2018,1,Others,250296,186165067.5737218,GJ,22.3850051,71.745261
1005,Gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953,GJ,22.3850051,71.745261
1006,Gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.386889,GJ,22.3850051,71.745261
1007,Gujarat,2018,2,Merchant payments,275503,356984574.1205573,GJ,22.3850051,71.745261
1008,Gujarat,2018,2,Financial Services,140704,38598263.22838031,GJ,22.3850051,71.745261
1009,Gujarat,2018,2,Others,202928,185541007.527258,GJ,22.3850051,71.745261
1010,Gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.759302,GJ,22.3850051,71.745261
1011,Gujarat,2018,3,Recharge & bill payments,5117168,1938041688.9678533,GJ,22.3850051,71.745261
1012,Gujarat,2018,3,Merchant payments,573440,466209496.8015112,GJ,22.3850051,71.745261
1013,Gujarat,2018,3,Financial Services,136468,24930605.607339725,GJ,22.3850051,71.745261
1014,Gujarat,2018,3,Others,219873,164477497.1394802,GJ,22.3850051,71.745261
1015,Gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.780197,GJ,22.3850051,71.745261
1016,Gujarat,2018,4,Recharge & bill payments,6138404,2297332323.081528,GJ,22.3850051,71.745261
1017,Gujarat,2018,4,Merchant payments,1656377,1088373316.0580251,GJ,22.3850051,71.745261
1018,Gujarat,2018,4,Financial Services,133915,30699273.16507,GJ,22.3850051,71.745261
1019,Gujarat,2018,4,Others,316405,207297005.69778407,GJ,22.3850051,71.745261
1020,Gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.30865,GJ,22.3850051,71.745261
1021,Gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943,GJ,22.3850051,71.745261
1022,Gujarat,2019,1,Merchant payments,2493340,1296376125.175279,GJ,22.3850051,71.745261
1023,Gujarat,2019,1,Financial Services,114539,19581520.569400217,GJ,22.3850051,71.745261
1024,Gujarat,2019,1,Others,323272,204585378.77191535,GJ,22.3850051,71.745261
1025,Gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46585,GJ,22.3850051,71.745261
1026,Gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602,GJ,22.3850051,71.745261
1027,Gujarat,2019,2,Merchant payments,5486791,2526448415.3585706,GJ,22.3850051,71.745261
1028,Gujarat,2019,2,Financial Services,70502,17349813.389733132,GJ,22.3850051,71.745261
1029,Gujarat,2019,2,Others,442607,271280936.6247084,GJ,22.3850051,71.745261
1030,Gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684,GJ,22.3850051,71.745261
1031,Gujarat,2019,3,Merchant payments,11788077,4211116461.2911887,GJ,22.3850051,71.745261
1032,Gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059,GJ,22.3850051,71.745261
1033,Gujarat,2019,3,Financial Services,78609,20507001.233050577,GJ,22.3850051,71.745261
1034,Gujarat,2019,3,Others,482985,256386015.2468172,GJ,22.3850051,71.745261
1035,Gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778,GJ,22.3850051,71.745261
1036,Gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656,GJ,22.3850051,71.745261
1037,Gujarat,2019,4,Merchant payments,9964076,5480269119.720948,GJ,22.3850051,71.745261
1038,Gujarat,2019,4,Financial Services,63498,20202767.26414788,GJ,22.3850051,71.745261
1039,Gujarat,2019,4,Others,444434,194846362.42851496,GJ,22.3850051,71.745261
1040,Gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784,GJ,22.3850051,71.745261
1041,Gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899,GJ,22.3850051,71.745261
1042,Gujarat,2020,1,Merchant payments,12191478,7210758662.281933,GJ,22.3850051,71.745261
1043,Gujarat,2020,1,Financial Services,50753,27460255.45966168,GJ,22.3850051,71.745261
1044,Gujarat,2020,1,Others,367621,165535312.39278784,GJ,22.3850051,71.745261
1045,Gujarat,2020,2,Recharge & bill payments,19971660,8322688556.990006,GJ,22.3850051,71.745261
1046,Gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.22913,GJ,22.3850051,71.745261
1047,Gujarat,2020,2,Merchant payments,9645967,7196610931.561442,GJ,22.3850051,71.745261
1048,Gujarat,2020,2,Financial Services,59617,53132341.3050082,GJ,22.3850051,71.745261
