,State,Year,Quater,District,Registered_user
148,andaman-&-nicobar-islands,2021,3,744211,2055
149,andaman-&-nicobar-islands,2021,3,744205,1771
150,andaman-&-nicobar-islands,2021,4,744103,14127
151,andaman-&-nicobar-islands,2021,4,744105,12300
152,andaman-&-nicobar-islands,2021,4,744101,11623
153,andaman-&-nicobar-islands,2021,4,744102,7813
154,andaman-&-nicobar-islands,2021,4,744202,3815
155,andaman-&-nicobar-islands,2021,4,744107,3247
156,andaman-&-nicobar-islands,2021,4,744104,2962
157,andaman-&-nicobar-islands,2021,4,744112,2411
158,andaman-&-nicobar-islands,2021,4,744211,2200
159,andaman-&-nicobar-islands,2021,4,744205,1902
160,andaman-&-nicobar-islands,2022,1,744103,15011
161,andaman-&-nicobar-islands,2022,1,744105,13070
162,andaman-&-nicobar-islands,2022,1,744101,12300
163,andaman-&-nicobar-islands,2022,1,744102,8271
164,andaman-&-nicobar-islands,2022,1,744202,4107
165,andaman-&-nicobar-islands,2022,1,744107,3455
166,andaman-&-nicobar-islands,2022,1,744104,3146
167,andaman-&-nicobar-islands,2022,1,744112,2552
168,andaman-&-nicobar-islands,2022,1,744211,2344
169,andaman-&-nicobar-islands,2022,1,744205,2034
170,andaman-&-nicobar-islands,2022,2,744103,15799
171,andaman-&-nicobar-islands,2022,2,744105,13791
172,andaman-&-nicobar-islands,2022,2,744101,12947
173,andaman-&-nicobar-islands,2022,2,744102,8709
174,andaman-&-nicobar-islands,2022,2,744202,4361
175,andaman-&-nicobar-islands,2022,2,744107,3674
176,andaman-&-nicobar-islands,2022,2,744104,3319
177,andaman-&-nicobar-islands,2022,2,744112,2700
178,andaman-&-nicobar-islands,2022,2,744211,2471
179,andaman-&-nicobar-islands,2022,2,744205,2162
180,andaman-&-nicobar-islands,2022,3,744103,16666
181,andaman-&-nicobar-islands,2022,3,744105,14503
182,andaman-&-nicobar-islands,2022,3,744101,13649
183,andaman-&-nicobar-islands,2022,3,744102,9148
184,andaman-&-nicobar-islands,2022,3,744202,4572
185,andaman-&-nicobar-islands,2022,3,744107,3868
186,andaman-&-nicobar-islands,2022,3,744104,3493
187,andaman-&-nicobar-islands,2022,3,744112,2837
188,andaman-&-nicobar-islands,2022,3,744211,2577
189,andaman-&-nicobar-islands,2022,3,744205,2268
190,andaman-&-nicobar-islands,2022,4,744103,17406
191,andaman-&-nicobar-islands,2022,4,744105,15185
192,andaman-&-nicobar-islands,2022,4,744101,14337
193,andaman-&-nicobar-islands,2022,4,744102,9591
194,andaman-&-nicobar-islands,2022,4,744202,4760
195,andaman-&-nicobar-islands,2022,4,744107,4051
196,andaman-&-nicobar-islands,2022,4,744104,3647
197,andaman-&-nicobar-islands,2022,4,744112,2975
198,andaman-&-nicobar-islands,2022,4,744211,2679
199,andaman-&-nicobar-islands,2022,4,744205,2358
200,andhra-pradesh,2018,1,517501,39884
201,andhra-pradesh,2018,1,530016,34201
202,andhra-pradesh,2018,1,517507,34111
203,andhra-pradesh,2018,1,515001,31964
204,andhra-pradesh,2018,1,516001,29078
205,andhra-pradesh,2018,1,518002,29043
206,andhra-pradesh,2018,1,530026,26889
207,andhra-pradesh,2018,1,516360,26187
208,andhra-pradesh,2018,1,520010,24397
209,andhra-pradesh,2018,1,524002,23439
210,andhra-pradesh,2018,2,517501,53468
211,andhra-pradesh,2018,2,517507,45241
212,andhra-pradesh,2018,2,530016,43386
213,andhra-pradesh,2018,2,515001,42466
214,andhra-pradesh,2018,2,516001,38402
215,andhra-pradesh,2018,2,518002,37593
216,andhra-pradesh,2018,2,516360,34544
217,andhra-pradesh,2018,2,530026,34126
218,andhra-pradesh,2018,2,520010,31871
219,andhra-pradesh,2018,2,524002,31134
220,andhra-pradesh,2018,3,517501,65157
221,andhra-pradesh,2018,3,517507,54849
222,andhra-pradesh,2018,3,530016,52259
223,andhra-pradesh,2018,3,515001,51449
224,andhra-pradesh,2018,3,516001,46691
225,andhra-pradesh,2018,3,518002,45145
226,andhra-pradesh,2018,3,516360,41963
227,andhra-pradesh,2018,3,530026,40580
228,andhra-pradesh,2018,3,520010,38918
229,andhra-pradesh,2018,3,524002,37559
230,andhra-pradesh,2018,4,517501,82873
231,andhra-pradesh,2018,4,517507,70421
232,andhra-pradesh,2018,4,530016,65549
233,andhra-pradesh,2018,4,515001,63576
234,andhra-pradesh,2018,4,516001,58028
235,andhra-pradesh,2018,4,518002,55735
236,andhra-pradesh,2018,4,516360,52058
237,andhra-pradesh,2018,4,530026,51900
238,andhra-pradesh,2018,4,520010,48991
239,andhra-pradesh,2018,4,524002,46616
240,andhra-pradesh,2019,1,517501,100561
241,andhra-pradesh,2019,1,517507,85980
242,andhra-pradesh,2019,1,530016,77790
243,andhra-pradesh,2019,1,515001,75171
244,andhra-pradesh,2019,1,516001,68514
245,andhra-pradesh,2019,1,518002,66689
246,andhra-pradesh,2019,1,530026,61623
247,andhra-pradesh,2019,1,516360,60798
248,andhra-pradesh,2019,1,520010,59055
249,andhra-pradesh,2019,1,524002,55931
250,andhra-pradesh,2019,2,517501,113033
251,andhra-pradesh,2019,2,517507,97534
252,andhra-pradesh,2019,2,530016,87556
253,andhra-pradesh,2019,2,515001,84157
254,andhra-pradesh,2019,2,516001,76617
255,andhra-pradesh,2019,2,518002,75952
256,andhra-pradesh,2019,2,530026,68283
257,andhra-pradesh,2019,2,516360,66885
258,andhra-pradesh,2019,2,520010,66082
259,andhra-pradesh,2019,2,524002,62933
260,andhra-pradesh,2019,3,517501,124727
261,andhra-pradesh,2019,3,517507,108199
262,andhra-pradesh,2019,3,530016,97323
263,andhra-pradesh,2019,3,515001,93191
264,andhra-pradesh,2019,3,518002,84918
265,andhra-pradesh,2019,3,516001,84693
266,andhra-pradesh,2019,3,530026,74501
267,andhra-pradesh,2019,3,516360,73267
268,andhra-pradesh,2019,3,520010,72722
269,andhra-pradesh,2019,3,524002,69783
270,andhra-pradesh,2019,4,517501,136436
271,andhra-pradesh,2019,4,517507,119146
272,andhra-pradesh,2019,4,530016,106404
273,andhra-pradesh,2019,4,515001,102848
274,andhra-pradesh,2019,4,516001,94209
275,andhra-pradesh,2019,4,518002,94193
276,andhra-pradesh,2019,4,516360,81619
277,andhra-pradesh,2019,4,530026,81191
278,andhra-pradesh,2019,4,520010,79453
279,andhra-pradesh,2019,4,524002,77681
280,andhra-pradesh,2020,1,517501,146823
281,andhra-pradesh,2020,1,517507,129214
282,andhra-pradesh,2020,1,530016,114042
283,andhra-pradesh,2020,1,515001,111359
284,andhra-pradesh,2020,1,518002,102905
285,andhra-pradesh,2020,1,516001,102893
286,andhra-pradesh,2020,1,516360,89774
287,andhra-pradesh,2020,1,530026,87449
288,andhra-pradesh,2020,1,524002,85878
289,andhra-pradesh,2020,1,520010,85779
290,andhra-pradesh,2020,2,517501,156221
291,andhra-pradesh,2020,2,517507,138735
292,andhra-pradesh,2020,2,530016,120621
293,andhra-pradesh,2020,2,515001,119223
294,andhra-pradesh,2020,2,518002,112673
295,andhra-pradesh,2020,2,516001,111898
296,andhra-pradesh,2020,2,516360,98803
297,andhra-pradesh,2020,2,524002,93834
298,andhra-pradesh,2020,2,530026,93224
299,andhra-pradesh,2020,2,520010,91299
300,andhra-pradesh,2020,3,517501,166768
301,andhra-pradesh,2020,3,517507,149001
302,andhra-pradesh,2020,3,515001,128227
303,andhra-pradesh,2020,3,530016,128059
304,andhra-pradesh,2020,3,518002,121529
305,andhra-pradesh,2020,3,516001,120997
306,andhra-pradesh,2020,3,516360,108073
307,andhra-pradesh,2020,3,524002,102103
308,andhra-pradesh,2020,3,530026,99754
309,andhra-pradesh,2020,3,520010,97752
310,andhra-pradesh,2020,4,517501,178328
311,andhra-pradesh,2020,4,517507,160062
312,andhra-pradesh,2020,4,515001,137945
313,andhra-pradesh,2020,4,530016,136049
314,andhra-pradesh,2020,4,518002,130871
315,andhra-pradesh,2020,4,516001,130500
316,andhra-pradesh,2020,4,516360,117397
317,andhra-pradesh,2020,4,524002,110746
318,andhra-pradesh,2020,4,530026,106320
319,andhra-pradesh,2020,4,520010,104956
320,andhra-pradesh,2021,1,517501,190712
321,andhra-pradesh,2021,1,517507,171417
322,andhra-pradesh,2021,1,515001,147941
323,andhra-pradesh,2021,1,530016,145206
324,andhra-pradesh,2021,1,518002,140153
325,andhra-pradesh,2021,1,516001,139840
326,andhra-pradesh,2021,1,516360,126260
327,andhra-pradesh,2021,1,524002,118730
328,andhra-pradesh,2021,1,530026,113581
329,andhra-pradesh,2021,1,520010,112324
330,andhra-pradesh,2021,2,517501,203005
331,andhra-pradesh,2021,2,517507,182425
332,andhra-pradesh,2021,2,515001,157649
333,andhra-pradesh,2021,2,530016,154509
334,andhra-pradesh,2021,2,518002,149368
335,andhra-pradesh,2021,2,516001,148851
336,andhra-pradesh,2021,2,516360,134622
337,andhra-pradesh,2021,2,524002,126459
338,andhra-pradesh,2021,2,530026,120973
339,andhra-pradesh,2021,2,520010,119561
340,andhra-pradesh,2021,3,517501,216777
341,andhra-pradesh,2021,3,517507,194860
342,andhra-pradesh,2021,3,515001,168654
343,andhra-pradesh,2021,3,530016,164812
344,andhra-pradesh,2021,3,518002,159802
345,andhra-pradesh,2021,3,516001,158891
346,andhra-pradesh,2021,3,516360,144068
347,andhra-pradesh,2021,3,524002,135136
348,andhra-pradesh,2021,3,530026,129270
349,andhra-pradesh,2021,3,520010,127618
350,andhra-pradesh,2021,4,517501,230688
351,andhra-pradesh,2021,4,517507,207174
352,andhra-pradesh,2021,4,515001,179763
353,andhra-pradesh,2021,4,530016,175300
354,andhra-pradesh,2021,4,518002,170267
355,andhra-pradesh,2021,4,516001,169158
356,andhra-pradesh,2021,4,516360,153381
357,andhra-pradesh,2021,4,524002,143764
358,andhra-pradesh,2021,4,530026,137812
359,andhra-pradesh,2021,4,520010,135719
360,andhra-pradesh,2022,1,517501,243791
361,andhra-pradesh,2022,1,517507,218905
362,andhra-pradesh,2022,1,515001,190203
363,andhra-pradesh,2022,1,530016,185094
364,andhra-pradesh,2022,1,518002,180102
365,andhra-pradesh,2022,1,516001,179007
366,andhra-pradesh,2022,1,516360,162263
367,andhra-pradesh,2022,1,524002,151939
368,andhra-pradesh,2022,1,530026,145842
369,andhra-pradesh,2022,1,520010,143308
370,andhra-pradesh,2022,2,517501,256290
371,andhra-pradesh,2022,2,517507,229983
372,andhra-pradesh,2022,2,515001,200266
373,andhra-pradesh,2022,2,530016,194513
374,andhra-pradesh,2022,2,518002,189505
375,andhra-pradesh,2022,2,516001,188295
376,andhra-pradesh,2022,2,516360,170855
377,andhra-pradesh,2022,2,524002,159834
378,andhra-pradesh,2022,2,530026,153586
379,andhra-pradesh,2022,2,520010,150546
380,andhra-pradesh,2022,3,517501,269370
381,andhra-pradesh,2022,3,517507,241720
382,andhra-pradesh,2022,3,515001,210661
383,andhra-pradesh,2022,3,530016,204230
384,andhra-pradesh,2022,3,518002,199354
385,andhra-pradesh,2022,3,516001,197910
386,andhra-pradesh,2022,3,516360,179806
387,andhra-pradesh,2022,3,524002,168015
388,andhra-pradesh,2022,3,530026,161715
389,andhra-pradesh,2022,3,520010,158071
390,andhra-pradesh,2022,4,517501,282766
391,andhra-pradesh,2022,4,517507,253314
392,andhra-pradesh,2022,4,515001,221328
393,andhra-pradesh,2022,4,530016,214155
394,andhra-pradesh,2022,4,518002,209376
395,andhra-pradesh,2022,4,516001,207725
396,andhra-pradesh,2022,4,516360,188768
397,andhra-pradesh,2022,4,524002,176415
398,andhra-pradesh,2022,4,530026,169957
399,andhra-pradesh,2022,4,520010,165734
400,arunachal-pradesh,2018,1,791110,2316
401,arunachal-pradesh,2018,1,791111,2203
402,arunachal-pradesh,2018,1,791113,1475
403,arunachal-pradesh,2018,1,791102,1471
404,arunachal-pradesh,2018,1,790104,1139
405,arunachal-pradesh,2018,1,791001,969
406,arunachal-pradesh,2018,1,791109,857
407,arunachal-pradesh,2018,1,792103,829
408,arunachal-pradesh,2018,1,792001,828
409,arunachal-pradesh,2018,1,790116,766
410,arunachal-pradesh,2018,2,791110,3488
411,arunachal-pradesh,2018,2,791111,3272
412,arunachal-pradesh,2018,2,791113,2219
413,arunachal-pradesh,2018,2,791102,2212
414,arunachal-pradesh,2018,2,790104,1698
415,arunachal-pradesh,2018,2,792103,1457
416,arunachal-pradesh,2018,2,791001,1421
417,arunachal-pradesh,2018,2,792001,1315
418,arunachal-pradesh,2018,2,791109,1231
419,arunachal-pradesh,2018,2,790116,1213
420,arunachal-pradesh,2018,3,791110,4872
421,arunachal-pradesh,2018,3,791111,4610
422,arunachal-pradesh,2018,3,791113,3178
423,arunachal-pradesh,2018,3,791102,3077
424,arunachal-pradesh,2018,3,790104,2328
425,arunachal-pradesh,2018,3,792103,2067
426,arunachal-pradesh,2018,3,791001,1907
427,arunachal-pradesh,2018,3,792001,1819
428,arunachal-pradesh,2018,3,790116,1623
429,arunachal-pradesh,2018,3,791109,1612
430,arunachal-pradesh,2018,4,791110,6599
431,arunachal-pradesh,2018,4,791111,6225
432,arunachal-pradesh,2018,4,791113,4115
433,arunachal-pradesh,2018,4,791102,4109
434,arunachal-pradesh,2018,4,790104,3034
435,arunachal-pradesh,2018,4,792103,2741
436,arunachal-pradesh,2018,4,792001,2577
437,arunachal-pradesh,2018,4,791001,2444
438,arunachal-pradesh,2018,4,790116,2206
439,arunachal-pradesh,2018,4,791109,2071
440,arunachal-pradesh,2019,1,791110,8094
441,arunachal-pradesh,2019,1,791111,7673
442,arunachal-pradesh,2019,1,791113,5140
443,arunachal-pradesh,2019,1,791102,5030
444,arunachal-pradesh,2019,1,790104,3751
445,arunachal-pradesh,2019,1,792103,3477
446,arunachal-pradesh,2019,1,792001,3160
447,arunachal-pradesh,2019,1,791001,3103
448,arunachal-pradesh,2019,1,790116,2798
449,arunachal-pradesh,2019,1,791109,2519
450,arunachal-pradesh,2019,2,791110,10055
451,arunachal-pradesh,2019,2,791111,9597
452,arunachal-pradesh,2019,2,791113,6418
453,arunachal-pradesh,2019,2,791102,6283
454,arunachal-pradesh,2019,2,790104,4437
455,arunachal-pradesh,2019,2,792103,4369
456,arunachal-pradesh,2019,2,791001,3960
457,arunachal-pradesh,2019,2,792001,3918
458,arunachal-pradesh,2019,2,790116,3335
459,arunachal-pradesh,2019,2,791109,3151
460,arunachal-pradesh,2019,3,791110,11834
461,arunachal-pradesh,2019,3,791111,11464
462,arunachal-pradesh,2019,3,791113,7593
463,arunachal-pradesh,2019,3,791102,7308
464,arunachal-pradesh,2019,3,792103,5172
465,arunachal-pradesh,2019,3,790104,4964
466,arunachal-pradesh,2019,3,791001,4733
467,arunachal-pradesh,2019,3,792001,4605
468,arunachal-pradesh,2019,3,791109,3715
469,arunachal-pradesh,2019,3,790116,3709
470,arunachal-pradesh,2019,4,791110,13737
471,arunachal-pradesh,2019,4,791111,13109
472,arunachal-pradesh,2019,4,791113,8753
473,arunachal-pradesh,2019,4,791102,8369
474,arunachal-pradesh,2019,4,792103,5974
475,arunachal-pradesh,2019,4,790104,5523
476,arunachal-pradesh,2019,4,791001,5499
477,arunachal-pradesh,2019,4,792001,5268
478,arunachal-pradesh,2019,4,791109,4216
479,arunachal-pradesh,2019,4,790116,4071
480,arunachal-pradesh,2020,1,791110,15867
481,arunachal-pradesh,2020,1,791111,14888
482,arunachal-pradesh,2020,1,791113,10049
483,arunachal-pradesh,2020,1,791102,9584
484,arunachal-pradesh,2020,1,792103,6949
485,arunachal-pradesh,2020,1,791001,6631
486,arunachal-pradesh,2020,1,790104,6108
487,arunachal-pradesh,2020,1,792001,6044
488,arunachal-pradesh,2020,1,791109,4808
489,arunachal-pradesh,2020,1,792110,4690
490,arunachal-pradesh,2020,2,791110,18699
491,arunachal-pradesh,2020,2,791111,17137
492,arunachal-pradesh,2020,2,791113,11777
493,arunachal-pradesh,2020,2,791102,11547
494,arunachal-pradesh,2020,2,792103,8648
495,arunachal-pradesh,2020,2,791001,8304
496,arunachal-pradesh,2020,2,792001,7106
497,arunachal-pradesh,2020,2,790104,6860
498,arunachal-pradesh,2020,2,792110,5825
499,arunachal-pradesh,2020,2,791109,5521
500,arunachal-pradesh,2020,3,791110,21772
501,arunachal-pradesh,2020,3,791111,19597
502,arunachal-pradesh,2020,3,791113,13723
503,arunachal-pradesh,2020,3,791102,13422
504,arunachal-pradesh,2020,3,792103,9996
505,arunachal-pradesh,2020,3,791001,9880
506,arunachal-pradesh,2020,3,792001,8196
507,arunachal-pradesh,2020,3,790104,7622
508,arunachal-pradesh,2020,3,792110,6844
509,arunachal-pradesh,2020,3,791109,6404
510,arunachal-pradesh,2020,4,791110,24414
511,arunachal-pradesh,2020,4,791111,21845
512,arunachal-pradesh,2020,4,791113,15540
513,arunachal-pradesh,2020,4,791102,14955
514,arunachal-pradesh,2020,4,791001,11382
515,arunachal-pradesh,2020,4,792103,10964
516,arunachal-pradesh,2020,4,792001,9130
517,arunachal-pradesh,2020,4,790104,8391
518,arunachal-pradesh,2020,4,792110,7743
519,arunachal-pradesh,2020,4,791109,7262
520,arunachal-pradesh,2021,1,791110,26578
521,arunachal-pradesh,2021,1,791111,23660
522,arunachal-pradesh,2021,1,791113,16942
523,arunachal-pradesh,2021,1,791102,16191
524,arunachal-pradesh,2021,1,791001,12442
525,arunachal-pradesh,2021,1,792103,11916
526,arunachal-pradesh,2021,1,792001,9875
527,arunachal-pradesh,2021,1,790104,9066
528,arunachal-pradesh,2021,1,792110,8458
529,arunachal-pradesh,2021,1,791109,7917
530,arunachal-pradesh,2021,2,791110,28553
531,arunachal-pradesh,2021,2,791111,25349
532,arunachal-pradesh,2021,2,791113,18141
533,arunachal-pradesh,2021,2,791102,17388
534,arunachal-pradesh,2021,2,791001,13401
535,arunachal-pradesh,2021,2,792103,12890
536,arunachal-pradesh,2021,2,792001,10617
537,arunachal-pradesh,2021,2,790104,9711
538,arunachal-pradesh,2021,2,792110,9156
539,arunachal-pradesh,2021,2,791109,8470
540,arunachal-pradesh,2021,3,791110,30734
541,arunachal-pradesh,2021,3,791111,27265
542,arunachal-pradesh,2021,3,791113,19520
543,arunachal-pradesh,2021,3,791102,18855
544,arunachal-pradesh,2021,3,791001,14519
545,arunachal-pradesh,2021,3,792103,14068
546,arunachal-pradesh,2021,3,792001,11487
547,arunachal-pradesh,2021,3,790104,10467
548,arunachal-pradesh,2021,3,792110,9990
549,arunachal-pradesh,2021,3,791109,9111
550,arunachal-pradesh,2021,4,791110,32931
551,arunachal-pradesh,2021,4,791111,29128
552,arunachal-pradesh,2021,4,791113,20914
553,arunachal-pradesh,2021,4,791102,20261
554,arunachal-pradesh,2021,4,791001,15589
555,arunachal-pradesh,2021,4,792103,15154
556,arunachal-pradesh,2021,4,792001,12358
557,arunachal-pradesh,2021,4,790104,11211
558,arunachal-pradesh,2021,4,792110,10752
559,arunachal-pradesh,2021,4,791109,9729
560,arunachal-pradesh,2022,1,791110,34915
561,arunachal-pradesh,2022,1,791111,30912
562,arunachal-pradesh,2022,1,791113,22258
563,arunachal-pradesh,2022,1,791102,21601
564,arunachal-pradesh,2022,1,791001,16600
565,arunachal-pradesh,2022,1,792103,16282
566,arunachal-pradesh,2022,1,792001,13172
567,arunachal-pradesh,2022,1,790104,11905
568,arunachal-pradesh,2022,1,792110,11479
569,arunachal-pradesh,2022,1,791109,10306
570,arunachal-pradesh,2022,2,791110,36914
571,arunachal-pradesh,2022,2,791111,32620
572,arunachal-pradesh,2022,2,791113,23506
573,arunachal-pradesh,2022,2,791102,22850
574,arunachal-pradesh,2022,2,791001,17531
575,arunachal-pradesh,2022,2,792103,17259
576,arunachal-pradesh,2022,2,792001,13915
577,arunachal-pradesh,2022,2,790104,12565
578,arunachal-pradesh,2022,2,792110,12124
579,arunachal-pradesh,2022,2,791109,10908
580,arunachal-pradesh,2022,3,791110,39026
581,arunachal-pradesh,2022,3,791111,34393
582,arunachal-pradesh,2022,3,791113,24830
